,reviewid,retailer,productNO,rating,subject,text,label,category
335,b98edf2c390d4cf48f90118105d337a6,ASDA,9.10E+11,5,Archie Lix the Plate Clean!,"Both my cats, Archie and Jerry, will only eat Felix and prefer the Good As It Looks range of pouches.",['flavour'],
336,c6b0329e6271316b1d304b57b40e47f0,Amazon-UK,B082JYR34Z,5,Brilliant,I suffer with oily and dry skin as well as redness and this is perfect for me.,['functionality'],Mass Skincare
337,fe018c847eeb7fa4241bc2b986fd4773,ASDA,9.10E+11,4,Improve the mash for 5*,It's a regular on my shopping list.,[],
338,7ee204e0a59c4869d928af71f8621c25,Fetch,248968011,5,Recommended by my vet,"Since he has been on it, he has stopped being sick (except when he finds something on a walk and eats it before I can stop him).","['flavour', 'functionality']",Dog Food (main meal)
339,5b4b5aca7d168d3eaabbaee8abf50caf,Superdrug,746832,4,Refreshing wash,It non greasy and did not leave any residue or tacky feeling like some products can.,['functionality'],
340,2e2eea1d2c877997af23511e10851770,Zooplus,13419.17,5,Super Food!!,I decided spontaneously to try the Royal Canin Maxi and it was a miracle.,[],Dog Food (main meal)
341,24b63f0321550239855bf3c0f39d82e4,My-Pet-Warehouse-AU,767010,,Will Purchase again,The vet advised that our cat needed to loose a couple kilos (he loves his food) he's an older cat and not as active as he used to be.,"['flavour', 'functionality']",Cat Food (main meal)
342,c7df0ac94060d5f631ca7c0c93e30bb2,Amazon-UK,B07CTT5VM7,4,Great light roast -- only problem is the packaging,"Although it's somewhat hard to describe, the way the four packs are arranged is one of the least efficient ways you could do so.",['packaging'],Coffee
343,4f253ea63d36f314745742171dd48d86,Chewy-US,148595,3,I don’t know,My pooch refused to eat this until he was just too hungry to pass.,['flavour'],Dog Food (main meal)
344,2397a8254a2baa72eff8398efaefe64b,Amazon-US,B07K3615RK,5,Good choice for kittens,My cat really loves this food.,['flavour'],
345,ab3fcd4023b4516ee17e85afd6acb468,Amazon-Fresh,B0126VRQJS,5,A new favourite.,"It's strong in flavour, but drinkable.",['flavour'],Coffee
346,1d10339e5b44d4fd427e4c09c88bfd2f,Amazon-US,B0061LRTAQ,1,No good,This product came dented open cans smells cat do not like.,"['flavour', 'packaging']",Cat Food (main meal)
347,daa69e58c61e9a7326924ffd95e27ef9,Amazon-US,B00372DYFQ,5,I love it,I love the price and smell of this,"['price', 'flavour']",Male Toiletries
348,69d5ffed73f6e47e372744999d0d1f9e,Amazon-UK,B00UI9CD0I,5,A great collection,Bulldog 13.,[],
349,5676c83c1aa1a153aef93c29fae646ce,Boots,10183139,5,Gently Removes every bit of makeup!,"✔ Yes, I would recommend this product.",['functionality'],
350,bffac6b11f2c6b8680c69d8dfb6a93ce,Costco,143857,5,moisturiser,"great price for a great product ✔ Yes, I recommend this product.",['price'],
351,a67e0c1897c7209fa8c8c88b5a9c0ec7,Amazon-US,B00B5DB06E,3,Candy Coated,I am quite disappointed in these.,['flavour'],Chocolate
352,9961e13ab718f5798cfa5f2989f53b4b,Boots,10191696,5,High recomended,Originally posted on Cetraben,[],Specialised Skincare
353,cd45df49dfcd371d2a852b23d9728916,Amazon-Fresh,B07C75CT2B,1,Consume before August,"If the advert I out of date change it, if the product is out of date you can't sell it!",['functionality'],Coffee
354,d058f1f93836dc19077c4d827d7d34c4,John-Lewis,230887072,5,Great infant toy,Bought this for my little girl and she loved it great first toy! [,['functionality'],
355,2010ac311a6f1099865e8849395a3e62,Tesco,298531128,5,Fantastic Furry Family Fun...........,I can't say I was any good at it but it was very good fun.,['functionality'],
356,2f435ea42a6d39cbb15cb94d0c4fe8dd,Amazon-Fresh,B07F8DLLJW,5,Great ingredients happy dog,Highly Recommended.,['ingredients'],Comida De Perro (Dog Food)
357,7f798532d34a79101c7609f724903f0a,Target-US,A-53667224,5,,Tasty. [,['flavour'],Christmas
358,3066da1369272fe9ebf1519d5924bf42,CVS-US,2260034,5,,Just being honest!,[],Chocolate
359,e60259fda6f0798301d05d29c174ae25,Target-US,A-51591293,,(no review title),Not a big fan of the peanut butter with chocolate although the peanut butter inside is creamy.,['flavour'],Chocolate
360,79b8661b1a1f8ba9f7443995720e4eb9,Target-US,A-13369163,,(no review title),"Overall, I am satisfied with this product.",[],
361,d4241f26a0fd409866c7e844609309f6,Amazon-UK,B01N3A1O8Z,1,Don’t waste your money!,I wish I had read previous reviews as it looks like its a regular occurrence.,['functionality'],Mass Skincare
362,223f725a71df98e9fe3234d25d1e36f6,CVS-US,459603,3,,"Yes, I recommend this product.",[],Fruity Confectionery
363,cfabfabd9466a8de90e10bb02cff8d08,Amazon-Pantry,B07Y31QX6H,1,New Recipe Has Ruined A Sugar-Free Favourite,"It has been an hour since I've eaten it, and I feel ill.",['ingredients'],Breakfast Cereals
364,eaab698b64790463cc4cd22dbc0cfe8e,Ocado,81723011,5,Delicate taste,Love this.,['flavour'],Tinned Fish
365,0abc27c6ac7bcc518970710341c8dc7c,Morrisons,346664011,1,Inedible AVOID!!!,Ended up throwing it away.,['flavour'],Chilled Ready Meals
366,b18048d8cb29e82bfaee9711c377999a,Ocado,317756011,1,yuk,Not nice at all,['flavour'],Adult Yogurt
367,cffa44e2b0b708575ac9b5e8d00ce306,ASDA,9.10E+11,5,My dog cant get enough,Never known a dog that enjoys cleaning her teeth so much.,['functionality'],
368,2b09f7059165d87e0e8fb8789385bd69,Chewy-US,76767,5,doggos favorite food,I used to feed them a much more expensive veterinarian brand but this is so much better value for the amount of food you get!,"['price', 'flavour', 'size']",Dog Food (main meal)
369,ef921e3bc87d9c88ec9b2aadaa107da3,Amazon-US,B006P03AOC,5,My cats love it!!,My vet begs me to stop feeding it to them.,['flavour'],
370,0ed81734a350547ccbbd0da733f3a0d8,Candy-Warehouse-US,126539,5,these marshmallows are SO fun!!!!,these marshmallows are SO fun!!!!,['flavour'],Fruity Confectionery
371,57c370c9eb8eca8c83391ede2d648a60,Ocado,485064011,2,Needs a new description!,the flavour was over-whelmingly of coconut cream with barely any coffee flavour or aroma coming through.,['flavour'],Milk Based Drinks/RTD
372,bd8e23c77c9781a7a046b58830ebc7f2,Medicanimal,I0000334,4,Much better value that buying from the vet,"He goes through phases of which flavour and type he likes best so I keep a variety available - at the moment it's the Hill's chicken flavour tins, which is a great consistency so he usually clears the plate.","['flavour', 'ingredients']",Cat Food (main meal)
373,aceac60a35e5563041a406b29583216a,Zooplus,49271.22,5,Purrfect!,He liked it immediatly & the HUGE advantage is the difference in the smell of the the litter tray.,['flavour'],Cat Food (main meal)
374,3f0804ad5e391b6b63d9226dd0af224f,Sainsburys,7515303,5,My Favorite quick fix roasties!,They hit the spot!,['flavour'],Frozen-Chips & Potatoes
375,aca9b391cd710260dc6dca92686617b1,Nordstrom-US,5530896,3,Fabulous but .....,"You wake up with hydrated, smooth, soft, glowing skin.",['functionality'],
376,b161f1e5371a9c4a1d572447585b8b17,Pet-Circle-AU,vs455,5,,Pet circle you've won my heart.,[],Dog Treats
377,1694d6557b31fbf33b908ff93df4156f,Amazon-US,B000GZU9XW,5,The best,My favorite rice all around the best,['flavour'],Rice
378,b51e0762315cbc3102c47628cba75d98,Amazon-US,B07D9TS939,5,Looks good enough to eat,These come in such a cute package that they could be mistaken for human treats.,['flavour'],Dog Treats
379,c9b86459220b553d71e1aa3069e3f417,Candy-Warehouse-US,127000,5,Huge Hit with Kids!,Kids love the over sized candy.,"['size', 'flavour']",Fruity Confectionery
380,c7aa7e4d7c961eb78bae722dc93836f8,Amazon-US,B07DFS67VP,5,best dog food I have used,"My dogs love this, it is convenient for storage and made with fresh, healthy, easy to understand ingredients from USA","['ingredients', 'flavour']",
381,e12e6e4fb28ca7941861ad8b367e895a,Amazon-US,B007RLDSEA,4,My pup loves these!,She loves them too!,[],Dog Treats
382,478958d9a9959978f8f07ce817ff4525,Walmart-US,51233543,5,Best Self Tanner EVER!!!,I absolutely LOVE this self tanner.,[],Suncare
383,999ed732bed3f1b796463f17e0bd7519,Medicanimal,I0045348-2 x 3kg,5,,"I am `Mum` to 2 chihuahuas, and on a recent trip to the Vets I asked about their weight - as 1 seemed to be a little chunky and the other rather on the slim side.",[],Dog Food (main meal)
384,5e3a5cbe2bd3df5c23856ea37c105ba3,Chewy-US,47541,5,GREAT PRODUCT,Fortunately he puts it between his paws and chews it slowly instead of gulping it down.,[],
385,d9142e075e036622b0ebbf27bef47adb,Amazon-US,B00TZEE3GY,1,Bad batch I guess...,I have this item on auto delivery and have had no complaints until this delivery.,['shipping'],
386,95455b66a55be07a0a03d3534026d42d,ASDA,1.00E+12,5,So yummy!,My partner doesn’t like lamb but really like this.,['flavour'],
387,d75f098e613ce1eb55743f7d693063e5,John-Lewis,75103109,5,Great little pony toy,My daughter wanted to go pony riding so when I saw this toy - I though it was a perfect demonstration.,['functionality'],Toys
388,6614f9c60cc1e13284b4e4aa78873ad1,Wilko,276578,2,Shampoo,the previous version of 2-in-1 was better of Shampoo and Conditioner in one.,['functionality'],
389,f5da5bb77ed556e2968b81365044cbd8,Target-US,A-78300743,,Another great flavor,HempYeahBarsPack #Sponsored.,['flavour'],
390,509f2314efe60d3dabb60593ac321589,Ocado,225643011,5,perfect,"I found this an excellent cake, moist yet quite dense, tastes homemade and a good chocolate flavour to the sponge.",['flavour'],
391,9a1c43e881f0e603b8f7eddb173a5cb1,Chewy-US,59658,5,Great for allergies!,"Causing an upset stomach, sneezing, and asthma.",['functionality'],Cat Food (main meal)
392,53260950fe2f5a6b3c616fd1bfb348a0,John-Lewis,45151414,2,Mirror good but light batteries don't last long,There are 3 of them stacked up on top of each other and all in a flimsy casing -I've just taken mine apart to try and replace batteries but no luck as so fiddly the new batteries won't stay in place.,['functionality'],
393,fcd4da1d01fb3da7da1ecbf236e32b2a,Master-Of-Malt,1923,,Never again.,Had a taste of this yesterday and I never thought I could fill my mouth with something so vile and disgusting as this foul putrid liquid.,['flavour'],Gum
394,1d04734e10222f33391c9e37293c6310,Morrisons,121460011,5,Crunchy gorgeousness,I love mine with salted butter and jam.,['flavour'],"Savoury Biscuits, Crackers and Crispbreads"
395,3114bb9783b16538a6b6d14b0ac1831d,Zooplus,802904.2,5,Why buy anything else?!,My cross is medium size and has never had a problem size wise.,['size'],
396,1e2a47e85769afdb0bab082b9f60e419,Superdrug,777385,1,What have you done? I’m in itching purgatory!,I’ve been using the new formula since the summer and my head is itching worse than ever.,['functionality'],
397,8ef85500ebbaa0c22e0e61dafe536612,John-Lewis,236316762,5,So easy to use!,It’s so easy to use.,['functionality'],
398,3dd88dd58df316d92ee3015285537a41,Zooplus,365685.4,5,Fussy Kittens Love it,"They have flourished after only a few day eating it, their coats are shiny and they are really active.","['flavour', 'functionality']",Cat Food (main meal)
399,4c834f081b2c6dac29b1f35c203ef31b,Superdrug,730093,4,So soft n yummy,This lotion really absorbs well.,['functionality'],
400,d92b686adbfc5bcbe7048420324098ea,Candy-Warehouse-US,126990,5,The only candy I liked is gone,I know they would start really selling more.,[],Fruity Confectionery
401,40a1f3f78517c39ceb67b12064a351dd,Amazon-US,B00VEJWOMI,2,Mediocre at best,Overall I am really disappointed.,['flavour'],Chocolate
402,c40d0909a229cb42fcec028b57e6f66a,Target-US,A-54254549,,PLEASE READ BEFORE EATING,I would strongly recommend unwrapping 14-20 Peanut Butter Cup's before you start eating.,['flavour'],Chocolate
403,a2326dc0983cf869d87cfdb688bbc310,Fetch,350597011,4,Nearly had my fingers bitten off!,Word of warning though - melt the chocolate buttons as per instructions.,['flavour'],Dog Treats
404,1b0a94c4f1cd133b6e288c1f7934a1d7,Currys,143275,0.5,,Awful.,['functionality'],Dishwashers
405,ee66f2f87e95de0c1a87c63be6eaf3cc,Boots,10209706,,,PHEW.,[],Mass Skincare
406,d1522a08d4edca530121304a5317f3b0,Ocado,508825011,5,Great product and size,The bottle is a very good size for a self catering weekend away.,['size'],Italian Cooking
407,9ab699ac0455f780c700352ba2b346c3,Amazon-UK,B004JQOJ08,1,Not for me.,I was expecting a close shave but all I got was stubble.,['functionality'],Female Shaving
408,12b8d68f9fd34a366ab5ef9876245771,Petco-US,2533281,5,Cats Love It,I have multiple indoor cats.,[],Male Toiletries
409,a6c73db8925e3307a4726f7c32dbab11,Amazon-US,B07YLL4C62,5,Dog treats,My fur baby loved these.,['flavour'],
410,b36e14b802c2bc2ff19936338d3b4122,Target-US,A-14959084,,Best protein bar I've ever had :),This bar is by far the best protein bar I've ever had.,['flavour'],
411,729198a1c5752a6ec12e2a6e74208ff4,Boots,10243433,5,So easy to apply and moisturizes my skin,"No ✔ Yes, I would recommend this product.",['functionality'],Suncare
412,32a471e348f8cfc117a553a32ac53fde,Ocado,22731011,3,Bas bread but nice butter,These are bread rolls and not dough balls.,['ingredients'],
413,a44a9458434a09c69b5588893d3ab83c,Amazon-Fresh,B01LZJGI7T,5,Quality food and delivered next day,"My miniature schnauzer’s love this kibble, no tummy problem at all.",['ingredients'],Dog Food (main meal)
414,c054013f7e2b413cd68e61cd11ebfa40,Target-US,A-76542732,,Love,I'll def repurchase!,[],Mass Skincare
415,803f4be3dc6b79151b65ea3acb70e44d,Walmart-US,43563321,5,Great. My Pets Love Them,They have no awful smell.,['flavour'],Dog Treats
416,a3db794754d13fc83d43bb073bb84b4c,Amazon-US,B07H9LV5M9,5,Delicious! Quick caffeine on the go,"I am near certain that Amazon does not insulate the box when these ship in the summer months, but correct me if I am wrong.","['packaging', 'flavour']",Chocolate
417,419cee9163c6a80eb8289f617053006c,Amazon-UK,B07XZM5D9D,5,Good product and presentation tin,I enjoy the brand and these were well recieved,"['presentation', 'flavour']",Sweet Biscuits
418,22331e2efd046532ce5b599ebbdcd176,Superdrug,741021,4,,I was really pleased with how long the razor held its charge (a week of regular use and still well over half a charge left).,['functionality'],
419,3139cda238decfe6302000065564d588,Chewy-US,104795,1,Cats won't go near it,They would rather go hungry. *,['flavour'],Cat Food (main meal)
420,ab3aa50ed99ee1edc366b96c3aadddc7,Chewy-US,145149,5,Success with my picky eater!,"My 12 year old Yorkipoo, Teddy, LOVES this food, and he is an extremely picky eater.",['flavour'],
421,71e6af07725311c159458935680f0032,Amazon-Pet-Supplies,B007F9IQ78,5,Fish food,I found it the same price but bigger at the garden centre,"['price', 'size']",
422,276886c00875456d7872fa32e461a9fd,Medicanimal,I0001144-7.5kg,5,Great premium dog food,"One of the dogs likes a quarter tin of Chappie with his dry food, the other has Wellbeloved Pouches: He has a sensitive stomach, but on this food, upsets are very rare.",['flavour'],
423,e4b711d10f4da4c847592ea574288463,Amazon-UK,B07VCDPBST,4,As good as other (more expensive) brands.,Good value for money and will continue to use.,['price'],Male Wet Shaving
424,5525883e7479f9f7bfe5ff8d4c825ece,Zooplus,480829.3,5,For fish fans,"Our two dogs are fish lovers, and they loved this stuff.",['flavour'],Dog Food (main meal)
425,67e1b3b6b20e18bc9e02dae4bf42278a,Tesco,292573715,5,Childhood Revisited!!!,This review was collected as part of a promotion.],[],Chocolate Multipack
426,305212fc28c9347e5ea68b74e34d9b87,Candy-Warehouse-US,125517,5,Yummalicious for Lemon Lovers!,"I found these originally in a store, and then searched for them on the internet because I knew that these were what I had to have.",['flavour'],Fruity Confectionery
427,16572a12934cb83319349a05dd39ce9c,Sainsburys,6809719,5,Good Enough,"Having recently given up sugar in coffee, I've no problem using these.",['flavour'],
428,a2e2f234adadb5ffb0168fdef8963b79,Amazon-Prime-Now-UK,B000WNKZ6Y,5,Great fit,It made me very scary!!,[],
429,ffa5a10dd10bedc1281ad43feea87aad,Medicanimal,I9418279,4.5,My delightful Maincoon _ Twinkle,"Bless, the vet put him on a diet.",[],Cat Food (main meal)
430,d8a5b405dae33ceabf342289ce005fd4,Waitrose,554184,5,Fabulous flavour !,Great with chicken or prawns.,"['flavour', 'ingredients']",Ambient Asian cooking
431,de22f18e2eceb27a1b07db3a49eb01b8,Sainsburys,7539183,1,Bring back the original formula this is hopeless,magazine were not impressed with it.,[],Suncare
432,7f3244d004adfe95a0888645a16f60ce,Amazon-US,B002FP0IJQ,4,Fun! But difficult clean-up.,I might have tried harder if I'd realized what a giant pain it would be to clean one of my own bowls.,['functionality'],
433,50574518835fad3e79dcda53af757ed5,Amazon-US,B07DHXNR3J,3,"Original line is great, this one- Not for my cats","They love the original line, but don’t care for this.",['flavour'],Cat Food (main meal)
434,11b2122152bb4d9891cdaa02fe1c65f2,Amazon-US,B003AALRKY,5,My cat loved it,My cat loves it.,['flavour'],Cat Treats
435,736e40930a3109fdf2cea560d16d962b,Zooplus,434499.13,5,Super food,They leave nothing in the bowl.,['flavour'],Cat Food (main meal)
436,1ebb7d3604797346306f2f2aad1d3076,Candy-Warehouse-US,129412,5,"They're GREAT,!!!😀😀😀","THANK YOU, E.WILSON",[],Chocolate
437,deb085ebd9d2299a582fca703e9200bc,Superdrug,772305,5,NIVEA Protect & Moisture Lotion 50+,I would recommend this product. [,['functionality'],Suncare
438,9efeedb440a80d37b10c9e0a761c0c51,Amazon-UK,B07WTGVJXK,5,Lovely hand cream,Leaves hands beautifully soft.,['functionality'],Mass Skincare
439,662556a55cdad5549192617f9766395c,Amazon-US,B001VIYCK4,5,Best food for my Mittens.,Mittens and me are pretty satisfied with these.,['flavour'],
440,788be3a3486d836b43bba14d8c76b095,Zooplus-NL,764429.11,5,,ANTI HAIRBALL,['functionality'],Cat Treats
441,4898e1d66d9f0ab50a257617d7411bdd,Amazon-UK,B00TZT1CRC,5,Great product!,Great Taste.,['flavour'],Tea
442,5fae2206c95227d18e32befd3deb08d1,Amazon-UK,B004L50LUO,5,Glad I Bought It,I had never heard of Harissa but bought it on a whim after locating the same brand of tamarind paste.,[],
443,03c069baa84605467fb1f451075286b4,Amazon-US,B072C2DPX3,1,This food caused my 160lb shepherd to become very sick.,Just one side of the portion once every morning.,['size'],Dog Food (main meal)
444,75ca2ab88e14da22951651e189da7d32,Sainsburys,Item code:,5,Delicious,Now we can eat our beloved hash browns again.,['flavour'],
445,101801821939e8d63182dfc9afe92e0b,Chewy-US,68232,5,Honks luvs Purebites,I like to cut them in pieces for him - and the dog treats vs the cat treats hold up better in transit... less breakdown to powder.,['flavour'],Sweet Biscuits
446,d04c423dd6d861f05a12f78aa8f9fe5b,Amazon-Pet-Supplies,B004XBYCTC,5,Dog Food,Product arrived promptly and was well packaged.,"['shipping', 'packaging']",Dog Food (main meal)
447,ab650f0a8d1cd2a52d131b91939fdd72,Ocado,491893011,5,Delicious,Went down a absolutely treat.,['flavour'],Chocolate All Year Round Boxed
448,25cab2779e5ba10af7da337ad992be01,Candy-Warehouse-US,130878,5,Liqorice star candies are an,I can rely on CandyWarehouse to carry them.,['flavour'],Fruity Confectionery
449,bd0538a5dfa1ce2f32b5eb0fc4ba9caa,Amazon-US,B01M8FBEZT,1,The warnings and bad reviews are accurate. Causes Diarrhea for my Kitten.,No more smelly poops.,['functionality'],Cat Food (main meal)
450,5529d9f6b69e3e6dbffc13af10ed924d,Sainsburys,7954007,5,Delicious,I really don't like it when add the added extras are in one place in a product and Magnum clearly understand that.,['flavour'],Ice Cream
451,af466718cda9e8b9488f49b2b0e3ea1d,Amazon-UK,B011QFZ9DK,5,Works wonders,Worked wonders.,['functionality'],Washing Machine Cleaner
452,c3721f49a4819b0d33ad2e8e17278d14,Chewy-US,141063,5,Package recieved,"Quick delivery ....would be nice if they rang the doorbell...in this day and age, packages get stolen",['shipping'],Dog Treats
453,5b7a76e069da8fe62fed022bae0fd99a,Amazon-US,B07P83SDQH,5,Dog says yummy,He is a gassy guy and sadly this does not change that but my vet does recommend this brand of dog food as she says it is the best for gassy guys.,['flavour'],Dog Food (main meal)
454,71032446f318c1c0029faa6df6e9265c,Petco-US,2737284,5,Great dog food,"Also, it’s a great source of probiotic which is good for her digestive system.","['flavour', 'ingredients']",
455,c38497c49438297a5349f10764f54e60,Superdrug,766330,4,Good product,Afore-mentioned above using the epilator at knee/elbow. [,['functionality'],
456,e3d96d843ed0f67e2e63af18e6d8bfa5,Sainsburys,1420142,3,So So,Expected a bit better from Sainsbury's.,['flavour'],Chocolate Pouch
457,291d72acb7079ee1f84cf0c17178e049,Zooplus-FR,871201.1,4,,Packaging,['packaging'],
458,b52592adb58df5d980073d45156e27c6,Chewy-US,57599,5,My Vet recommended,My vet recommended this and we love it.,[],
459,568fe7d118b7e9a9fcefa54d82d97ff9,Ocado,80715011,3,Bargain price and quite tasty,Just about enough for two small servings.,"['size', 'flavour']",
460,0fc7de11fb1283c2d9ed68539d5eef4c,ASDA,1.00E+12,4,Great value for money,"Good value for money, very easy to use and good features.","['price', 'functionality']",
461,60d2b8e3727783e9ce59a898461df3b3,Costco-US,100424952,4,This mattress is really FIRM,That is an ingenious way to ship it and was very easy to move and open.,['functionality'],
462,b870d394a5eacc5a01293671a8ea9c6c,Zooplus-NL,761782.1,5,,I'm in love with it!!!(review after month),['flavour'],Cat Food (main meal)
463,66fc4287f64d1d904f7c2d4163fd7f9b,Candy-Warehouse-US,132652,5,Love this product,The butterscotch and the IBC Root Beer are my customers favorite.,['flavour'],Fruity Confectionery
464,ae821a684d8394775345f3ac9a4ec72c,John-Lewis,231079067,4,Very useful product.,Easy to use and reliable.,['functionality'],
465,48b82ed80ee994138d83ba5657a72fb7,Iceland,77609,5,,Very impressed with this product.,[],
466,726703ba6c2d86d5cc3fdfcacbe71b0c,Tesco,300118218,2,Insipid.,"The chicken tasted like it had been boiled, and was also tasteless.","['flavour', 'ingredients']",Chilled Ready Meals
467,39ab16d3d6c241f5772a2b965daad83a,Walmart-US,50104034,5,Best deal For your Needs,Just perfect item for me.,[],Feminine Hygiene
468,f6477867d28f20217fb5ba31b3c51b82,Superdrug,850157,5,"Good quality, leaves skin feeling lovely and clean",These are great after sports to get rid of all the sweat and give myself a nice fresh look.,['functionality'],Mass Skincare
469,4eb9fb46ace099645dce6ea81b614e55,Amazon-UK,B07BL3J3KT,4,Small bag 😭,Thought they were the bigger bag.,['size'],Confectionery Seasonal
470,b72b4bb362bf6dc8ef27d53bd4a3ca24,Chewy-US,103018,5,Awesome Bullys,My Boxer pup loved them!!!,['flavour'],
471,c9f3962487199a8a20c4247cf2089b17,Candy-Warehouse-US,126726,4,Incredibly sweet and fresh,"The bar was a hit, especially the gummy bears.",['flavour'],Fruity Confectionery
472,95be6589d4828446509c1101b933010f,Sams-Club-US,24451034,3,I love Kinder bueno,Shipping was fast and priced fairly.,"['price', 'shipping']",Chocolate
473,beb68657c7340074dcc6d013514f1396,Amazon-UK,B07H166V7G,3,Strong smelling product,It also makes my skin feel quite tight.,['functionality'],Mass Skincare
474,c54ab55d586f6f5b4c5a3ee52870a5b5,Nordstrom-US,3172427,5,Amazing,Highly recommend.,[],
475,63db4ed4c9f8ba4fbcbc062ecfc509bc,Amazon-UK,B0716YP4S5,5,Worth it,Very tasty,['flavour'],Protein Bars
476,fbde6936c6debb7634ee82a59f00493b,Amazon-US,B086TX52LP,5,"A high-quality, well-rounded homegrown dog food my dogs loved!","They are both foodies, but certain treats and foods excite them more than others.",['flavour'],
477,44ade582bb52fc793c583a14a1ba38e0,Amazon-US,B00ICLGVCU,5,Yummy fruit Mentos,What to say?,['flavour'],Gum
478,661ec0f78fe8746b29e45723875786b5,John-Lewis,85508855,5,Delighted!,Great little coffee maker.,['functionality'],Coffee Machines
479,3efca34200e311646660d6f6799d87ff,Amazon-Prime-Now-UK,B003TODTBG,5,Incomparable.. if you like cooking ...,Every real connoisseur of cooking will tell you olive oil is best when it's Greek .,['flavour'],Italian Cooking
480,1ca5c8006e83f954d932c2c2160231f5,Zooplus,356769.1,5,"Great food, brilliant price!","It's expensive food but its way cheaper on here than anywhere else, my pooch is worth it.","['price', 'flavour']",Dog Food (main meal)
481,d88dc686399fa855b9a3b6ff69ce810e,Amazon-US,B00UL7ELF2,3,I that my complaint,The charger won’t plug into the trimmer I have to use my old wahl charger it plugs in & the storage bag zipper is broken,['functionality'],
482,dc074ada526042376ca43a7e9f0325b5,Amazon-US,B06XB32K28,1,My cats threw up,Bought a nicer food and ended up cleaning throw up from both of my cats within 20 minutes of eating this.,['flavour'],Cat Food (main meal)
483,3de28872a44c102a70d57ddd4d72217e,Amazon-US,B000GG1O6W,3,It's no replacement for Celestial Seasonings Almond Sunset tea.,This just wasn't what I was hoping for.,[],
484,431c54e1a15b2f05cdb9d1f683e3df0b,Amazon-UK,B07ZHJZBS6,1,Arrived damaged and empty,The slab of 24 arrived as ordered but five of the cans were damaged and split open and empty.,['packaging'],Adult
485,828a0599069668f6b0fba9c99fa64604,Amazon-UK,B01N4WLUE3,3,Arrived promptly and was ok. Didn't think it flavoured ...,Was ok as a talking point on Christmas morning though.,['shipping'],Fruity Confectionery
486,8b2f977fbc6f6350f59613bbca020be0,ASDA,1.00E+12,4,Christmas present,Good Christmas present for my daughter.,[],
487,e4d849fbd2ad74029ca32db0babeead0,Amazon-Fresh,B07Z4VMN8X,5,Nic3,Really nice coffee,['flavour'],
488,432a17891f6ffc2b1483143f6a78a57a,Sainsburys,Item code:,5,A barista coffee in an instant,"I was expecting to be disappointed but how wrong I was, great tasting coffee with wonderful textured froth.",['flavour'],
489,0c2e9a86daf2621e9f37f940f20639e3,Amazon-US,B072JTCP9D,5,Kittens love it,"Perfect size, easy open, kittens love it","['size', 'functionality', 'flavour']",Cat Food (main meal)
490,caf8fb0994c63244531dea69a3a3b59f,Amazon-US,B00028ZMBC,5,dog loves them,perfect,['flavour'],Dog Treats
491,8913787fee3f165aab15e6c0f0c2977d,Amazon-Pet-Supplies,B005JYT6ZC,5,Dogs are happy😁,These arrived quickly.,['shipping'],Dog Treats
492,9bbcd2939df818e98d85bee0a3b5bc0b,Master-Of-Malt,35006,0.5,Bad,"It should be cheap enough and look exciting enough for a young person to walk past in a shop and think ""hmmmm I'll give it a shot"" and it just isn't.","['price', 'presentation']",
493,73ffad97bf78787daf7a26527c249911,John-Lewis,75620302,5,A mini buggy for a mini Mum,Good quality at an affordable price.,"['price', 'functionality']",Toys
494,c55f2d6d19410330b84fc80d7c25445c,Ocado,69284011,5,I love this because it's so thick!,"I slather it on, particularly in the backs of my hands at bedtime and its balmy goodness soaks in overnight, leaving my hands soft and protected.",['functionality'],Mass Skincare
495,09bc6e736cc0bfdea4ca9147563b9499,Chewy-US,107732,5,Easy to use,It doesn’t stop the treats from being effective though.,['flavour'],
496,e041ebc4bc2fad1fc87096fd5175f68a,Walmart-US,996037052,5,Great razor.,The disposable version is perfect for when Im travelling on the road and it provides a great smooth shave.,['functionality'],Male Wet Shaving
497,42a89d6273dbc8fab1863cdbaddf3e53,Amazon-US,B07D5D9BNL,4,My cats do not like them,I am sure it's good but my cats just refused to eat.,['flavour'],Cat Food (main meal)
498,96a7adf680a6e7456722d897c2028126,Sainsburys,Item code:,5,Excellent,The meal is just sufficient in size for one hungry adult’s rumbling tummy.,['size'],
499,3c0598790bbd9f46dac690d621579389,Sainsburys,7965945,5,Surprisingly good!,"Good quality meat, no gristle.","['flavour', 'ingredients']",Frozen Meat & Poultry
500,03225838f26e87c38b49c78926cac650,Amazon-US,B076WT5S65,5,impressed!,"I bought this on a whim and really like the consistency, ingredients and goes on nicely!","['flavour', 'ingredients']",Suncare
501,1be553a77c585522fc00a79b2cbd1416,Amazon-US,B06W2GLW2X,5,Perfect backpacking food,"Cold soak or cook, either way it tastes great.",['flavour'],Rice
502,571b702289a2490941ddf11ac98cb6db,Chewy-US,91187,5,Minty fresh,"Surprisingly, my dog friend loves these treats!",['flavour'],Dog Treats
503,7c9121a798eadd6b51b92516ba77ae5d,Morrisons,354829011,2,bland and tasteless,Wont buy again.,['flavour'],Ice Cream
504,70cadf7285b3f9908c3a695a876c275e,Superdrug,773560,4,"So far, so good.","I have used this razor several times recently - it glides smoothly and feels less harsh than standard razors, it is easy to grip, and the gentle colour scheme fits the product well.","['functionality', 'presentation']",Male Wet Shaving
